Country,WeightPerCountry,WeightEurope,Gender,Question
Italy,0.95,1.53,Man,Strongly disagree
Italy,0.94,1.52,Man,Agree
Germany,1,2.21,Woman,Neither agree nor disagree
Italy,0.94,1.52,Man,Agree
France,0.95,1.57,Man,Disagree
France,1,1.64,Woman,Neither agree nor disagree
Germany,1.11,2.46,Man,Neither agree nor disagree
Spain,0.98,1.2,Man,Strongly disagree
Poland,0.95,0.95,Man,Agree
France,0.99,1.63,Man,Strongly disagree
Spain,1.01,1.24,Man,Agree
Poland,1.03,1.04,Man,Neither agree nor disagree
Poland,1,1.01,Woman,Agree
Poland,1,1.01,Woman,Disagree
Germany,1.01,2.24,Man,Strongly disagree
France,0.97,1.6,Woman,Disagree
Germany,1,2.21,Man,Disagree
Spain,1.07,1.31,Woman,Agree
Poland,0.95,0.95,Man,Agree
France,0.95,1.56,Woman,Disagree
France,1.01,1.67,Man,Neither agree nor disagree
Italy,0.99,1.6,Man,Strongly disagree
Belgium,1.06,0.29,Man,Disagree
Italy,1,1.61,Man,Neither agree nor disagree
Spain,0.94,1.15,Man,Neither agree nor disagree
France,1.06,1.74,Woman,Neither agree nor disagree
Spain,1.07,1.31,Woman,Strongly disagree
Spain,1,1.22,Woman,Strongly agree
Spain,0.97,1.18,Man,Strongly disagree
Spain,0.94,1.15,Man,Strongly disagree
France,0.96,1.58,Man,Neither agree nor disagree
Spain,1.01,1.23,Woman,Disagree
Spain,0.96,1.18,Man,Agree
Belgium,0.96,0.26,Woman,Agree
France,1.03,1.7,Man,Agree
Belgium,1.1,0.3,Man,Neither agree nor disagree
Spain,1,1.22,Woman,Strongly disagree
France,0.96,1.58,Woman,Strongly disagree
Spain,1.05,1.28,Woman,Agree
France,0.93,1.54,Man,Disagree
Poland,0.96,0.97,Man,Disagree
France,0.96,1.58,Woman,Neither agree nor disagree
Spain,1,1.23,Woman,Disagree
Czech Republic,1.01,0.21,Man,Neither agree nor disagree
Belgium,0.85,0.23,Woman,Neither agree nor disagree
France,0.94,1.55,Woman,Disagree
Italy,1,1.61,Man,Neither agree nor disagree
Spain,1.02,1.25,Woman,Disagree
Czech Republic,0.95,0.2,Woman,Disagree
Belgium,0.98,0.27,Woman,Agree
Belgium,1.05,0.29,Man,Neither agree nor disagree
France,0.98,1.62,Woman,Agree
France,0.96,1.58,Woman,Agree
Poland,1,1.01,Woman,Agree
Poland,1,1.01,Woman,Agree
France,1.1,1.82,Woman,Neither agree nor disagree
Spain,0.97,1.19,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Strongly agree
Belgium,0.96,0.26,Woman,Agree
Italy,1,1.61,Man,Neither agree nor disagree
France,0.98,1.61,Woman,Strongly disagree
Spain,1.01,1.24,Man,Neither agree nor disagree
Germany,0.98,2.17,Man,Strongly disagree
Australia,0.97,,Woman,Strongly disagree
Australia,1.01,,Man,Agree
Germany,0.98,2.18,Man,Disagree
Germany,1.07,2.38,Man,Neither agree nor disagree
Spain,1.06,1.29,Woman,Agree
Poland,1,1.01,Woman,Disagree
Czech Republic,1,0.21,Man,Strongly disagree
Germany,1,2.22,Man,Agree
Germany,1.07,2.37,Man,Strongly disagree
Spain,1.03,1.26,Man,Agree
Germany,0.94,2.09,Woman,Neither agree nor disagree
Romania,1.08,0.59,Woman,Strongly agree
Italy,1,1.61,Man,Disagree
Czech Republic,1.04,0.22,Man,Strongly disagree
Germany,0.99,2.19,Man,Disagree
Australia,1,,Man,Neither agree nor disagree
Australia,0.95,,Woman,Strongly agree
Germany,0.98,2.17,Man,Disagree
Germany,0.98,2.18,Man,Strongly disagree
Spain,1.04,1.27,Man,Strongly agree
Australia,0.99,,Man,Strongly disagree
Germany,0.98,2.18,Man,Strongly disagree
Germany,0.99,2.19,Man,Agree
Germany,1,2.21,Man,Strongly disagree
Poland,0.95,0.95,Man,Agree
Australia,0.99,,Man,Strongly disagree
Germany,1,2.21,Woman,Agree
France,1.03,1.7,Man,Agree
Australia,1,,Man,Neither agree nor disagree
Italy,0.99,1.61,Woman,Strongly disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Italy,0.95,1.53,Man,Disagree
Czech Republic,1.01,0.21,Man,Neither agree nor disagree
Belgium,0.96,0.26,Man,Strongly agree
France,1.07,1.76,Woman,Neither agree nor disagree
Australia,1.01,,Man,Disagree
USA,0.99,,Man,Strongly agree
Spain,1.02,1.25,Man,Agree
Austria,1,0.2,Man,Disagree
Germany,0.98,2.17,Woman,Disagree
USA,0.96,,Woman,Neither agree nor disagree
Spain,0.95,1.16,Man,Agree
Belgium,1.14,0.31,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Agree
France,0.97,1.6,Man,Strongly disagree
France,0.96,1.59,Woman,Neither agree nor disagree
Australia,0.94,,Woman,Strongly disagree
Australia,0.97,,Man,Strongly disagree
Australia,1.23,,Man,Strongly disagree
Romania,1.08,0.59,Woman,Neither agree nor disagree
Poland,0.96,0.97,Man,Agree
Poland,1,1.01,Woman,Disagree
Spain,1.02,1.25,Woman,Strongly agree
Spain,0.96,1.17,Man,Neither agree nor disagree
Poland,0.95,0.96,Woman,Disagree
USA,0.94,,Woman,Neither agree nor disagree
Spain,1.05,1.29,Man,Strongly disagree
Netherlands,0.97,0.4,Man,Disagree
Austria,1,0.2,Woman,Neither agree nor disagree
Belgium,1.01,0.27,Man,Disagree
France,0.93,1.54,Man,Neither agree nor disagree
Czech Republic,1.06,0.22,Man,Neither agree nor disagree
Spain,0.96,1.17,Woman,Agree
Italy,1.06,1.72,Man,Disagree
Australia,0.98,,Man,Agree
Australia,0.94,,Woman,Disagree
France,0.95,1.56,Woman,Agree
Spain,1.01,1.24,Man,Agree
Spain,0.96,1.17,Woman,Strongly disagree
France,0.98,1.62,Woman,Disagree
Belgium,0.96,0.26,Woman,Disagree
Australia,0.97,,Man,Strongly disagree
Czech Republic,1.12,0.24,Man,Neither agree nor disagree
Austria,0.95,0.19,Man,Strongly disagree
Spain,0.95,1.16,Man,Agree
Italy,0.99,1.6,Man,Strongly disagree
Australia,0.94,,Woman,Disagree
Australia,0.99,,Man,Disagree
USA,0.99,,Woman,Strongly disagree
Belgium,0.96,0.26,Woman,Agree
USA,0.94,,Woman,Agree
Austria,1.02,0.2,Woman,Disagree
USA,1.13,,Man,Neither agree nor disagree
France,0.98,1.61,Woman,Strongly disagree
Australia,1.01,,Man,Strongly disagree
Poland,0.95,0.96,Woman,Agree
Germany,1,2.21,Woman,Strongly disagree
Poland,0.96,0.97,Man,Neither agree nor disagree
Australia,1.02,,Man,Strongly disagree
Spain,0.93,1.13,Woman,Strongly agree
Germany,1,2.21,Woman,Agree
France,0.96,1.59,Woman,Disagree
Spain,1.02,1.25,Woman,Disagree
Spain,1.02,1.25,Man,Agree
Netherlands,0.96,0.4,Woman,Strongly disagree
Germany,1.07,2.37,Woman,Disagree
Czech Republic,0.96,0.2,Woman,Disagree
Australia,1.04,,Woman,Strongly agree
Spain,0.89,1.09,Man,Strongly disagree
Luxembourg,1.1,0.02,Woman,Strongly agree
Australia,1.1,,Man,Strongly agree
Austria,1.04,0.21,Man,Agree
Austria,0.94,0.19,Man,Agree
France,0.92,1.52,Man,Disagree
Luxembourg,1.18,0.02,Woman,Strongly disagree
Australia,0.95,,Woman,Agree
France,0.98,1.61,Woman,Agree
Netherlands,1.03,0.43,Man,Disagree
France,1.01,1.67,Man,Strongly disagree
Czech Republic,0.97,0.21,Woman,Disagree
Poland,1.02,1.03,Woman,Agree
Poland,0.96,0.97,Man,Agree
Australia,0.94,,Woman,Disagree
Austria,1.07,0.21,Man,Neither agree nor disagree
Czech Republic,1.06,0.22,Man,Neither agree nor disagree
Italy,0.95,1.53,Man,Strongly disagree
Poland,0.96,0.97,Man,Disagree
Czech Republic,0.99,0.21,Woman,Agree
Italy,1,1.61,Man,Neither agree nor disagree
Australia,1.01,,Man,Neither agree nor disagree
Belgium,1.1,0.3,Man,Agree
Czech Republic,1.03,0.22,Man,Disagree
USA,1,,Man,Neither agree nor disagree
Austria,1.03,0.21,Woman,Strongly disagree
France,1.06,1.74,Woman,Agree
Spain,0.89,1.09,Man,Disagree
Spain,0.92,1.13,Man,Neither agree nor disagree
Australia,1.03,,Man,Disagree
Spain,1.01,1.23,Woman,Strongly agree
Spain,0.99,1.21,Man,Agree
France,0.93,1.54,Man,Disagree
Netherlands,0.95,0.4,Woman,Agree
Netherlands,0.95,0.4,Woman,Disagree
Italy,1,1.61,Man,Agree
Belgium,0.96,0.26,Woman,Disagree
Austria,1.04,0.21,Man,Disagree
France,0.95,1.57,Man,Disagree
France,0.99,1.63,Man,Neither agree nor disagree
Australia,0.94,,Woman,Disagree
Australia,1.02,,Man,Strongly disagree
France,0.98,1.61,Woman,Strongly disagree
Australia,0.94,,Woman,Disagree
Australia,1,,Man,Disagree
Poland,0.96,0.97,Man,Neither agree nor disagree
Austria,1,0.2,Man,Strongly disagree
France,1.03,1.7,Woman,Agree
Poland,1.03,1.04,Man,Agree
Austria,1.01,0.2,Man,Neither agree nor disagree
Australia,0.94,,Woman,Neither agree nor disagree
Australia,0.94,,Woman,Strongly agree
Australia,0.99,,Woman,Agree
Poland,0.95,0.95,Man,Disagree
France,0.95,1.57,Man,Disagree
Luxembourg,1.32,0.03,Man,Neither agree nor disagree
Belgium,1.14,0.31,Man,Strongly disagree
Netherlands,0.97,0.4,Man,Disagree
USA,1,,Woman,Agree
Australia,1.02,,Man,Agree
Poland,0.95,0.96,Woman,Agree
France,1.07,1.76,Woman,Neither agree nor disagree
Australia,0.97,,Woman,Strongly disagree
Australia,0.99,,Woman,Strongly disagree
Austria,1.01,0.2,Man,Agree
Belgium,1.05,0.29,Man,Agree
Australia,1.04,,Woman,Disagree
Luxembourg,1.62,0.03,Woman,Strongly agree
Luxembourg,1.1,0.02,Man,Agree
Czech Republic,0.98,0.21,Man,Strongly agree
Netherlands,0.98,0.41,Woman,Agree
Netherlands,0.96,0.4,Woman,Agree
Australia,1.01,,Man,Neither agree nor disagree
Australia,0.97,,Woman,Agree
France,0.98,1.61,Woman,Strongly agree
France,0.95,1.57,Man,Agree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Turkey,0.99,1.66,Man,Agree
France,0.93,1.54,Man,Disagree
Italy,1,1.61,Man,Strongly disagree
Australia,0.95,,Woman,Strongly disagree
Austria,1.07,0.21,Woman,Disagree
Belgium,0.9,0.25,Woman,Strongly disagree
Italy,1,1.61,Man,Disagree
Australia,0.94,,Woman,Neither agree nor disagree
Luxembourg,1.19,0.03,Man,Strongly disagree
USA,0.96,,Woman,Strongly disagree
France,0.95,1.57,Man,Agree
Australia,1.01,,Man,Neither agree nor disagree
Australia,0.94,,Woman,Strongly agree
Romania,1.08,0.59,Woman,Disagree
Australia,0.94,,Woman,Disagree
Luxembourg,0.99,0.02,Woman,Strongly disagree
France,1.06,1.75,Woman,Strongly agree
Australia,0.94,,Woman,Strongly disagree
Czech Republic,0.99,0.21,Woman,Agree
Czech Republic,0.97,0.21,Woman,Agree
Australia,1.02,,Man,Strongly agree
USA,0.99,,Woman,Strongly agree
Spain,0.99,1.21,Man,Disagree
Australia,0.94,,Woman,Agree
Poland,1.02,1.03,Woman,Agree
Poland,1.02,1.03,Woman,Agree
Netherlands,0.95,0.4,Woman,Strongly disagree
Australia,0.94,,Woman,Disagree
Czech Republic,0.97,0.21,Woman,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Australia,1.01,,Man,Disagree
France,0.92,1.52,Man,Strongly agree
France,0.93,1.54,Man,Strongly disagree
USA,0.99,,Woman,Strongly disagree
Spain,0.97,1.18,Man,Strongly disagree
Poland,0.96,0.97,Man,Agree
Spain,0.94,1.14,Man,Disagree
Spain,0.95,1.16,Man,Neither agree nor disagree
Netherlands,0.98,0.41,Man,Neither agree nor disagree
Australia,0.94,,Woman,Strongly disagree
Spain,0.98,1.19,Woman,Disagree
Austria,0.98,0.2,Woman,Agree
France,0.95,1.56,Man,Agree
France,1.06,1.75,Woman,Strongly agree
Australia,0.97,,Woman,Neither agree nor disagree
Australia,0.94,,Woman,Disagree
Belgium,1.1,0.3,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Disagree
France,0.99,1.63,Man,Disagree
Poland,0.96,0.97,Man,Agree
Italy,0.99,1.61,Woman,Strongly agree
Luxembourg,1.19,0.03,Man,Strongly disagree
Luxembourg,1.18,0.02,Woman,Agree
Czech Republic,0.97,0.2,Man,Disagree
Australia,0.94,,Woman,Agree
USA,1.03,,Man,Neither agree nor disagree
France,0.97,1.6,Man,Neither agree nor disagree
Netherlands,1.07,0.45,Woman,Disagree
Australia,0.95,,Woman,Agree
France,0.96,1.59,Woman,Agree
France,1.06,1.74,Woman,Strongly disagree
Australia,1.01,,Man,Disagree
Australia,0.94,,Woman,Agree
Netherlands,0.97,0.4,Man,Disagree
Spain,0.98,1.19,Woman,Agree
Poland,0.95,0.95,Man,Disagree
USA,0.99,,Man,Strongly disagree
France,1.02,1.68,Woman,Agree
Spain,1.03,1.26,Man,Agree
France,0.99,1.63,Man,Agree
USA,0.94,,Woman,Strongly agree
France,1.06,1.75,Woman,Neither agree nor disagree
Australia,1.03,,Man,Disagree
Luxembourg,1.18,0.02,Woman,Agree
France,0.96,1.58,Woman,Neither agree nor disagree
Italy,1,1.61,Man,Agree
France,0.95,1.57,Man,Disagree
Australia,1.03,,Man,Agree
Belgium,1.1,0.3,Man,Strongly agree
Spain,0.98,1.19,Woman,Agree
Netherlands,1.05,0.44,Woman,Neither agree nor disagree
France,0.92,1.52,Man,Strongly disagree
Austria,0.98,0.2,Woman,Agree
Italy,1,1.61,Man,Neither agree nor disagree
Italy,1.05,1.69,Woman,Neither agree nor disagree
Austria,0.97,0.19,Woman,Strongly agree
Poland,1.03,1.04,Man,Agree
Austria,0.98,0.2,Woman,Disagree
Austria,0.94,0.19,Woman,Disagree
Czech Republic,1,0.21,Man,Neither agree nor disagree
Netherlands,0.97,0.4,Man,Strongly disagree
France,0.96,1.58,Woman,Agree
Spain,0.99,1.21,Man,Neither agree nor disagree
France,0.98,1.61,Man,Neither agree nor disagree
Luxembourg,0.99,0.02,Woman,Strongly agree
France,0.94,1.55,Woman,Disagree
Spain,0.97,1.19,Man,Disagree
Spain,0.91,1.11,Man,Agree
Austria,0.94,0.19,Woman,Agree
Austria,1,0.2,Man,Disagree
Poland,0.96,0.97,Man,Agree
Spain,1.02,1.25,Woman,Agree
France,0.99,1.63,Man,Disagree
France,1.05,1.73,Man,Neither agree nor disagree
Belgium,1.12,0.3,Man,Disagree
Czech Republic,1,0.21,Man,Strongly disagree
Belgium,0.96,0.26,Woman,Strongly agree
Belgium,1.1,0.3,Man,Agree
Poland,0.95,0.96,Woman,Agree
Austria,1,0.2,Man,Strongly disagree
Italy,1,1.61,Man,Neither agree nor disagree
Belgium,0.94,0.26,Man,Agree
France,0.92,1.52,Man,Agree
Czech Republic,0.98,0.21,Woman,Disagree
Czech Republic,0.99,0.21,Woman,Agree
Czech Republic,1.07,0.23,Man,Strongly disagree
Poland,1.03,1.04,Man,Disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Agree
Czech Republic,1.02,0.22,Woman,Agree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Disagree
Czech Republic,0.98,0.21,Woman,Disagree
Czech Republic,0.99,0.21,Woman,Disagree
Netherlands,1.03,0.43,Man,Neither agree nor disagree
Czech Republic,1.05,0.22,Man,Agree
Spain,0.89,1.09,Man,Neither agree nor disagree
Spain,0.93,1.13,Woman,Neither agree nor disagree
Czech Republic,0.97,0.2,Man,Agree
France,0.93,1.54,Man,Agree
France,0.98,1.61,Woman,Disagree
Spain,0.92,1.13,Man,Disagree
Italy,1,1.61,Man,Disagree
Czech Republic,1,0.21,Man,Disagree
France,0.98,1.61,Woman,Strongly disagree
Luxembourg,1,0.02,Man,Neither agree nor disagree
USA,0.99,,Man,Agree
Spain,0.92,1.13,Man,Disagree
Romania,1.08,0.59,Woman,Agree
Italy,1,1.61,Man,Disagree
USA,0.99,,Woman,Neither agree nor disagree
Czech Republic,0.96,0.2,Woman,Disagree
USA,1.05,,Man,Agree
Poland,0.96,0.97,Man,Agree
Austria,0.94,0.19,Man,Agree
Belgium,1.05,0.29,Man,Agree
Spain,0.93,1.13,Woman,Neither agree nor disagree
Austria,1,0.2,Man,Strongly disagree
France,0.96,1.58,Woman,Disagree
Netherlands,0.95,0.4,Woman,Disagree
Italy,1,1.61,Man,Neither agree nor disagree
Italy,1.05,1.69,Woman,Disagree
Czech Republic,0.95,0.2,Woman,Agree
Spain,1.01,1.23,Woman,Strongly disagree
France,0.97,1.6,Man,Disagree
Belgium,0.96,0.26,Woman,Neither agree nor disagree
Netherlands,0.95,0.4,Woman,Strongly agree
France,0.94,1.55,Woman,Agree
Spain,0.97,1.18,Man,Disagree
France,1.09,1.79,Woman,Agree
Italy,1,1.61,Man,Strongly disagree
France,0.95,1.57,Man,Agree
Austria,0.97,0.19,Woman,Disagree
Poland,1.03,1.04,Man,Strongly disagree
Netherlands,0.98,0.41,Woman,Strongly disagree
Netherlands,1.07,0.45,Woman,Disagree
France,0.96,1.58,Woman,Agree
Italy,1,1.61,Man,Strongly agree
France,1.06,1.74,Woman,Agree
USA,0.99,,Woman,Strongly agree
France,1.16,1.91,Man,Neither agree nor disagree
Austria,0.98,0.2,Woman,Neither agree nor disagree
Belgium,0.96,0.26,Woman,Agree
Czech Republic,0.99,0.21,Woman,Disagree
Australia,1.22,,Man,Agree
USA,0.99,,Woman,Strongly disagree
Spain,0.98,1.19,Woman,Disagree
USA,1.16,,Man,Neither agree nor disagree
Czech Republic,0.99,0.21,Woman,Strongly disagree
Austria,1.04,0.21,Woman,Strongly disagree
Poland,0.96,0.97,Man,Strongly disagree
Austria,0.98,0.2,Man,Neither agree nor disagree
Austria,0.94,0.19,Woman,Disagree
Netherlands,1.01,0.42,Woman,Agree
Spain,0.98,1.19,Woman,Agree
Netherlands,0.97,0.4,Man,Strongly disagree
France,0.93,1.53,Woman,Disagree
France,1.03,1.7,Man,Neither agree nor disagree
Czech Republic,0.98,0.21,Woman,Neither agree nor disagree
Spain,0.93,1.13,Woman,Agree
USA,0.99,,Woman,Strongly disagree
Netherlands,0.96,0.4,Woman,Neither agree nor disagree
Netherlands,0.96,0.4,Woman,Agree
Netherlands,0.97,0.4,Man,Disagree
Poland,0.96,0.97,Man,Agree
Romania,1.14,0.62,Man,Strongly disagree
Austria,1.04,0.21,Woman,Disagree
Belgium,1.05,0.29,Man,Agree
Poland,1.02,1.03,Woman,Disagree
Austria,0.95,0.19,Man,Strongly agree
France,0.95,1.57,Man,Neither agree nor disagree
USA,0.99,,Woman,Strongly disagree
Czech Republic,0.97,0.2,Man,Disagree
Belgium,0.96,0.26,Woman,Agree
France,1.04,1.71,Woman,Agree
Austria,0.98,0.2,Woman,Disagree
Spain,0.98,1.19,Woman,Agree
Austria,0.98,0.2,Woman,Strongly agree
France,0.95,1.57,Man,Strongly disagree
Austria,0.98,0.2,Woman,Neither agree nor disagree
Austria,0.94,0.19,Woman,Neither agree nor disagree
USA,1.02,,Man,Strongly disagree
USA,0.97,,Man,Neither agree nor disagree
Austria,0.94,0.19,Man,Disagree
Austria,0.97,0.19,Man,Strongly agree
Poland,1.03,1.04,Man,Neither agree nor disagree
Italy,1,1.61,Man,Neither agree nor disagree
Czech Republic,1.03,0.22,Man,Agree
Austria,0.95,0.19,Man,Strongly disagree
Czech Republic,1.04,0.22,Man,Neither agree nor disagree
France,0.92,1.52,Man,Agree
Italy,1,1.61,Man,Strongly disagree
USA,0.99,,Man,Disagree
Romania,1.08,0.59,Woman,Strongly agree
Austria,1,0.2,Man,Disagree
Italy,1,1.61,Man,Neither agree nor disagree
Netherlands,1.02,0.43,Man,Agree
Spain,1.01,1.23,Woman,Agree
Spain,1.01,1.23,Woman,Disagree
Italy,1,1.61,Man,Strongly agree
Italy,1.05,1.69,Woman,Disagree
Italy,1,1.61,Man,Agree
France,1.11,1.83,Man,Neither agree nor disagree
France,0.97,1.6,Man,Neither agree nor disagree
Austria,1.07,0.21,Woman,Strongly disagree
Czech Republic,1.07,0.23,Man,Strongly disagree
Austria,0.95,0.19,Man,Neither agree nor disagree
Germany,0.98,2.18,Woman,Disagree
Italy,1,1.61,Man,Disagree
France,0.99,1.63,Man,Neither agree nor disagree
USA,1.02,,Man,Strongly disagree
USA,0.99,,Man,Strongly disagree
USA,1.05,,Man,Neither agree nor disagree
Austria,0.95,0.19,Man,Disagree
Netherlands,0.97,0.4,Man,Neither agree nor disagree
France,1.01,1.66,Man,Disagree
Austria,0.98,0.2,Woman,Agree
Australia,1.24,,Man,Neither agree nor disagree
France,0.99,1.63,Man,Neither agree nor disagree
Czech Republic,0.95,0.2,Woman,Strongly agree
France,0.97,1.6,Man,Strongly disagree
Spain,1.01,1.23,Woman,Agree
Netherlands,0.96,0.4,Woman,Strongly agree
France,0.99,1.63,Man,Agree
Netherlands,0.96,0.4,Woman,Disagree
Netherlands,0.95,0.4,Woman,Neither agree nor disagree
France,1.08,1.78,Woman,Agree
Austria,0.95,0.19,Man,Neither agree nor disagree
Italy,1,1.61,Man,Disagree
France,1,1.65,Woman,Disagree
USA,1.02,,Man,Strongly disagree
USA,1.02,,Man,Agree
France,0.95,1.57,Man,Disagree
Poland,0.96,0.97,Man,Agree
Austria,0.95,0.19,Man,Strongly disagree
Czech Republic,0.95,0.2,Woman,Disagree
France,0.99,1.63,Man,Agree
Austria,0.98,0.2,Woman,Disagree
Netherlands,0.97,0.4,Man,Disagree
Czech Republic,1.03,0.22,Man,Strongly disagree
Poland,1.02,1.03,Woman,Agree
Austria,0.97,0.19,Man,Strongly disagree
France,0.99,1.63,Man,Strongly agree
Poland,0.96,0.97,Man,Disagree
France,1.16,1.91,Man,Strongly disagree
Poland,0.96,0.97,Man,Strongly disagree
USA,0.99,,Woman,Strongly agree
France,1.08,1.78,Woman,Disagree
Netherlands,0.95,0.4,Woman,Agree
Austria,1.01,0.2,Man,Neither agree nor disagree
France,0.97,1.6,Man,Neither agree nor disagree
Austria,1.07,0.21,Man,Disagree
Czech Republic,1.03,0.22,Man,Disagree
Czech Republic,1.07,0.23,Man,Disagree
Poland,1.03,1.04,Man,Disagree
Italy,1.05,1.69,Woman,Agree
Czech Republic,1.04,0.22,Man,Agree
Poland,1.03,1.04,Man,Strongly agree
Netherlands,1.07,0.45,Man,Strongly disagree
Italy,1,1.61,Man,Neither agree nor disagree
Spain,0.96,1.17,Woman,Neither agree nor disagree
USA,1.03,,Man,Strongly agree
France,1.03,1.7,Man,Agree
Poland,1.03,1.04,Man,Disagree
Netherlands,0.96,0.4,Woman,Strongly disagree
Czech Republic,1.07,0.23,Man,Disagree
France,1.08,1.78,Woman,Agree
USA,0.99,,Woman,Agree
USA,1.02,,Man,Neither agree nor disagree
Austria,1,0.2,Man,Strongly disagree
France,0.97,1.6,Man,Disagree
France,1.01,1.66,Man,Neither agree nor disagree
France,0.97,1.6,Man,Disagree
Australia,1.26,,Man,Strongly disagree
Italy,1.05,1.69,Woman,Disagree
France,1.13,1.86,Man,Disagree
France,1.1,1.82,Woman,Strongly agree
Austria,0.97,0.19,Woman,Agree
Poland,1.03,1.04,Man,Neither agree nor disagree
Australia,1.24,,Man,Disagree
Spain,0.97,1.18,Man,Disagree
USA,0.97,,Man,Strongly disagree
France,1.05,1.73,Man,Agree
France,0.99,1.63,Man,Neither agree nor disagree
Austria,1.13,0.23,Man,Neither agree nor disagree
Romania,1.14,0.62,Man,Neither agree nor disagree
Czech Republic,1.04,0.22,Man,Disagree
France,1.08,1.78,Woman,Agree
Austria,0.97,0.19,Woman,Agree
France,0.97,1.6,Man,Neither agree nor disagree
France,0.95,1.57,Man,Disagree
Netherlands,1.07,0.45,Man,Disagree
USA,0.97,,Man,Strongly disagree
USA,1.03,,Man,Agree
France,1.18,1.95,Man,Neither agree nor disagree
Netherlands,0.97,0.4,Woman,Disagree
Austria,1.04,0.21,Woman,Agree
Turkey,0.99,1.66,Man,Strongly agree
France,0.95,1.57,Man,Neither agree nor disagree
Luxembourg,0.99,0.02,Woman,Neither agree nor disagree
France,0.99,1.63,Man,Neither agree nor disagree
Spain,0.92,1.13,Man,Neither agree nor disagree
France,1,1.65,Woman,Disagree
France,0.97,1.6,Man,Strongly agree
USA,1.03,,Man,Strongly disagree
Netherlands,1,0.42,Man,Agree
Germany,0.98,2.17,Woman,Neither agree nor disagree
Germany,0.98,2.18,Woman,Strongly agree
Germany,1.06,2.36,Man,Agree
Belgium,1.12,0.3,Man,Disagree
Belgium,1.12,0.3,Man,Agree
Australia,0.97,,Woman,Disagree
Netherlands,0.95,0.4,Woman,Strongly disagree
Luxembourg,1.92,0.04,Woman,Neither agree nor disagree
Germany,1,2.21,Woman,Neither agree nor disagree
USA,1,,Man,Strongly disagree
Australia,0.96,,Woman,Neither agree nor disagree
Austria,1.02,0.2,Woman,Disagree
USA,0.91,,Woman,Disagree
Australia,1.02,,Man,Strongly disagree
Germany,0.98,2.18,Woman,Neither agree nor disagree
France,1,1.65,Woman,Neither agree nor disagree
Netherlands,0.95,0.4,Woman,Neither agree nor disagree
France,1.16,1.91,Man,Disagree
Austria,1.02,0.2,Man,Disagree
Netherlands,0.99,0.41,Man,Disagree
Germany,1,2.21,Woman,Strongly agree
Australia,1,,Man,Neither agree nor disagree
France,0.97,1.6,Man,Neither agree nor disagree
Austria,1.04,0.21,Man,Agree
USA,1.05,,Woman,Agree
Netherlands,0.98,0.41,Man,Disagree
Germany,0.98,2.18,Woman,Disagree
Netherlands,0.96,0.4,Woman,Neither agree nor disagree
USA,1.16,,Man,Disagree
USA,1.08,,Woman,Neither agree nor disagree
Netherlands,0.98,0.41,Woman,Strongly disagree
Australia,0.97,,Man,Disagree
Poland,1.03,1.04,Man,Neither agree nor disagree
Poland,1.03,1.04,Man,Disagree
Luxembourg,1.49,0.03,Woman,Disagree
Austria,1.02,0.2,Woman,Neither agree nor disagree
France,1.05,1.73,Man,Disagree
France,1.31,2.16,Man,Neither agree nor disagree
Turkey,0.93,1.57,Woman,Strongly agree
USA,0.94,,Man,Disagree
Belgium,0.96,0.26,Man,Disagree
Netherlands,0.97,0.4,Man,Agree
Netherlands,0.96,0.4,Woman,Neither agree nor disagree
USA,1.07,,Man,Strongly agree
Luxembourg,0.99,0.02,Woman,Strongly agree
Poland,1.02,1.03,Woman,Agree
France,0.99,1.63,Man,Neither agree nor disagree
Poland,1.03,1.04,Man,Agree
France,1.05,1.73,Man,Strongly disagree
France,1,1.65,Woman,Disagree
France,0.98,1.61,Woman,Disagree
USA,1,,Man,Disagree
Austria,1.13,0.23,Man,Neither agree nor disagree
France,0.99,1.63,Man,Agree
France,0.98,1.61,Woman,Agree
France,0.99,1.63,Man,Neither agree nor disagree
Luxembourg,1.62,0.03,Woman,Disagree
France,0.99,1.63,Man,Disagree
France,1.16,1.91,Man,Neither agree nor disagree
Netherlands,1.07,0.45,Man,Neither agree nor disagree
France,0.99,1.63,Man,Agree
USA,1.13,,Man,Agree
Netherlands,0.98,0.41,Woman,Strongly disagree
USA,1.02,,Woman,Neither agree nor disagree
Spain,0.96,1.17,Woman,Strongly disagree
USA,0.91,,Woman,Agree
Netherlands,1.08,0.45,Man,Agree
Spain,1.02,1.25,Woman,Strongly agree
Netherlands,1.04,0.43,Woman,Neither agree nor disagree
France,0.99,1.63,Man,Neither agree nor disagree
France,0.97,1.6,Man,Agree
Australia,0.99,,Woman,Strongly disagree
Luxembourg,1.19,0.03,Man,Strongly disagree
Spain,1.03,1.26,Man,Neither agree nor disagree
France,1.16,1.91,Man,Neither agree nor disagree
